ablation_layer_heads,mem,cp,diff,mem_std,cp_std,diff_std,mem_win,cp_win,domain
[],13.914061546325684,18.594106674194336,-4.680044651031494,1.9698591232299805,3.228785991668701,3.012859344482422,206.0,5861.0,Baseline
"[(10, 7), (11, 10)]",13.72897720336914,15.234956741333008,-1.5059791803359985,1.903545618057251,3.1270864009857178,2.8987011909484863,1883.0,3980.0,Ablated
