component,layer,position,mem,cp,diff,mem_perc,cp_perc,diff_perc,mem_std,cp_std,mem_idx,cp_idx
resid_post,8,1,1.6098726987838745,0.4120617210865021,1.1978108882904053,-33.60396194458008,-77.86426544189453,112.7062759399414,1.9404267072677612,1.4233927726745605,13404.6923828125,21858.958984375
resid_post,8,2,2.702772617340088,0.3578453063964844,2.3449270725250244,11.47054386138916,-80.7767333984375,316.41021728515625,1.807318091392517,1.3850023746490479,5487.27392578125,19475.32421875
resid_post,8,3,2.758544445037842,0.6818821430206299,2.076662302017212,13.770743370056152,-63.369651794433594,268.77197265625,1.1271730661392212,0.9092381596565247,2658.0,16106.6357421875
resid_post,8,4,2.5746536254882812,1.8757110834121704,0.6989426016807556,6.186527729034424,0.7622066140174866,24.117656707763672,1.2691314220428467,1.0867130756378174,3361.998779296875,6447.4609375
resid_post,8,5,5.489416599273682,4.359844207763672,1.1295716762542725,126.40019989013672,134.20852661132812,100.58841705322266,1.0226765871047974,0.9814736843109131,22.924148559570312,154.54489135742188
resid_post,8,6,2.8411037921905518,4.834946632385254,-1.9938429594039917,17.17574119567871,159.73077392578125,-454.06500244140625,1.0009205341339111,0.8720470666885376,1775.9195556640625,39.06346893310547
resid_post,8,7,2.144212007522583,2.0739176273345947,0.07029423862695694,-11.566190719604492,11.409757614135742,-87.5172119140625,0.6244027018547058,0.6426138281822205,2987.27392578125,3354.159423828125
resid_post,8,8,0.6516906023025513,0.5725217461585999,0.07916884869337082,-73.12229919433594,-69.24443817138672,-85.9412612915039,1.2195569276809692,1.065268635749817,326.11505126953125,502.59393310546875
resid_post,8,9,1.9821332693099976,0.7685806155204773,1.213552713394165,-18.250808715820312,-58.71225357055664,115.50170135498047,1.0425939559936523,1.1754608154296875,6159.48779296875,16291.56640625
resid_post,8,10,1.6440678834915161,0.5373918414115906,1.1066761016845703,-32.19364929199219,-71.131591796875,96.52263641357422,1.0926579236984253,1.0726830959320068,6122.4091796875,16199.7216796875
resid_post,8,11,1.472257137298584,0.8757550716400146,0.5965020060539246,-39.27964782714844,-52.95490264892578,5.926339149475098,0.6753121614456177,0.6264534592628479,5061.23681640625,10934.478515625
resid_post,8,12,1.1684834957122803,1.0071557760238647,0.16132767498493195,-51.80819320678711,-45.89612579345703,-71.35157012939453,0.9690946936607361,0.9037409424781799,5574.34814453125,6961.70361328125
