component,layer,position,mem,cp,diff,mem_perc,cp_perc,diff_perc,mem_std,cp_std,mem_idx,cp_idx
resid_post,5,0,0.42868202924728394,0.269428014755249,0.1592540293931961,-67.72903442382812,-72.43241119384766,-54.63459396362305,0.8772066831588745,0.8527814149856567,19475.20703125,21215.6796875
resid_post,5,1,3.0592141151428223,0.9918124079704285,2.06740140914917,130.29605102539062,1.4811935424804688,488.9238586425781,1.7516086101531982,1.1573998928070068,4004.275146484375,13707.3740234375
resid_post,5,2,1.2845340967178345,0.5295963287353516,0.7549377679824829,-3.300938367843628,-45.81226348876953,115.0530014038086,1.2215015888214111,0.9376076459884644,6639.3388671875,13400.8740234375
resid_post,5,3,1.5689576864242554,0.8043314218521118,0.7646262645721436,18.110321044921875,-17.701662063598633,117.81288146972656,0.9578135013580322,0.822895884513855,5419.21044921875,12951.2880859375
resid_post,5,4,1.013667106628418,0.7599063515663147,0.25376078486442566,-23.691665649414062,-22.2471866607666,-27.71322250366211,0.47766947746276855,0.45099279284477234,6397.2333984375,9815.3837890625
resid_post,5,5,3.996866464614868,2.7182040214538574,1.2786624431610107,200.8820343017578,178.12376403808594,264.2422180175781,0.6429566740989685,0.701636791229248,2068.8935546875,3197.37109375
resid_post,5,6,1.6720101833343506,4.005789756774902,-2.3337795734405518,25.868061065673828,309.8681640625,-764.8048706054688,0.9159471988677979,0.7457264065742493,6084.79541015625,37.003700256347656
resid_post,5,7,0.838354766368866,0.8377754092216492,0.0005793478339910507,-36.88908767700195,-14.279708862304688,-99.8349609375,0.42448270320892334,0.4057241380214691,8153.54736328125,7927.19287109375
resid_post,5,8,0.459994375705719,0.4215879738330841,0.038406435400247574,-65.37186431884766,-56.86356735229492,-89.0594711303711,0.43904751539230347,0.4199860394001007,11513.38671875,12251.2158203125
resid_post,5,9,1.809079885482788,0.6614399552345276,1.1476402282714844,36.18659591674805,-32.322166442871094,226.91897583007812,0.8958950638771057,0.6526782512664795,3474.66552734375,13508.97265625
resid_post,5,10,0.6329545974731445,0.3276107609272003,0.30534374713897705,-52.351505279541016,-66.47921752929688,-13.01920223236084,0.7900878190994263,0.6467123031616211,9869.263671875,13778.3662109375
resid_post,5,11,0.798437237739563,0.432450532913208,0.36598673462867737,-39.89405822753906,-55.75212097167969,4.255673408508301,0.795915961265564,0.6343284249305725,11065.09375,16463.591796875
resid_post,5,12,0.29683414101600647,0.23784567415714264,0.05898845195770264,-77.65447998046875,-75.66388702392578,-83.1964340209961,0.5000489354133606,0.4382920265197754,4513.26611328125,5570.59765625
resid_post,5,13,0.7377811074256897,0.6849274635314941,0.05285361781716347,-44.46022033691406,-29.918949127197266,-84.94402313232422,0.3570137023925781,0.3746608793735504,8738.9091796875,9672.0908203125
resid_post,6,0,0.46975502371788025,0.2882731556892395,0.18148185312747955,-70.10722351074219,-75.34822082519531,-54.86495590209961,0.8978588581085205,0.8832815289497375,18941.220703125,20906.6171875
resid_post,6,1,3.2601261138916016,1.081302285194397,2.178823947906494,107.45751190185547,-7.532044410705566,441.8795471191406,1.7958210706710815,1.2257976531982422,4040.84521484375,13576.9697265625
resid_post,6,2,1.7814106941223145,0.7737120389938354,1.0076985359191895,13.359731674194336,-33.83573532104492,150.617431640625,1.5012600421905518,1.1047383546829224,4591.7470703125,11656.529296875
resid_post,6,3,1.9637664556503296,1.0067795515060425,0.9569868445396423,24.96390724182129,-13.904882431030273,138.0052947998047,1.0568209886550903,0.9260252714157104,3963.6630859375,11707.4140625
resid_post,6,4,1.3833945989608765,1.0161329507827759,0.367261677980423,-11.96794605255127,-13.105023384094238,-8.66100025177002,0.5776155591011047,0.5360347032546997,4178.66845703125,7827.91943359375
resid_post,6,5,3.996866464614868,2.7182040214538574,1.2786624431610107,154.33984375,132.44821166992188,218.0069122314453,0.6429566740989685,0.701636791229248,2068.8935546875,3197.37109375
resid_post,6,6,1.7881170511245728,4.1917924880981445,-2.4036753177642822,13.786489486694336,258.462646484375,-697.8007202148438,0.9506227374076843,0.8245921730995178,6030.15185546875,67.01100158691406
resid_post,6,7,1.197094440460205,1.2076756954193115,-0.01058128010481596,-23.823122024536133,3.2748236656188965,-102.631591796875,0.4969812035560608,0.43191859126091003,5441.19189453125,5095.80859375
resid_post,6,8,0.6651793718338013,0.6212975382804871,0.04388178884983063,-57.67143630981445,-46.86951446533203,-89.08648681640625,0.5236062407493591,0.4919402003288269,8858.8203125,9480.51953125
resid_post,6,9,2.0455846786499023,0.8554581999778748,1.1901264190673828,30.170392990112305,-26.845182418823242,195.9877471923828,0.8809677362442017,0.7408976554870605,2898.1806640625,12240.28125
resid_post,6,10,0.845518171787262,0.5008774995803833,0.34464073181152344,-46.19561004638672,-57.16727828979492,-14.28689193725586,0.9151651859283447,0.7622514367103577,8408.1884765625,11977.5859375
resid_post,6,11,1.049722671508789,0.7140292525291443,0.335693359375,-33.20109558105469,-38.93952941894531,-16.512128829956055,0.8304898738861084,0.7132266163825989,8582.40234375,12632.48828125
resid_post,6,12,0.3862014710903168,0.3133581876754761,0.07284325361251831,-75.42414093017578,-73.20305633544922,-81.88368225097656,0.6314595937728882,0.5557152032852173,3882.20751953125,4954.56689453125
resid_post,6,13,1.1678016185760498,1.0824365615844727,0.08536480367183685,-25.687166213989258,-7.435046672821045,-78.76953125,0.4096274673938751,0.4359286427497864,5710.16455078125,6726.6240234375
resid_post,7,0,0.6219640970230103,0.4440325200557709,0.17793156206607819,-66.89212036132812,-68.45502471923828,-62.22109603881836,0.9376868605613708,0.9493898749351501,17543.53515625,19404.96875
resid_post,7,1,3.6481800079345703,1.3022066354751587,2.3459737300872803,94.19690704345703,-7.488582611083984,398.10345458984375,2.0262913703918457,1.4734748601913452,4197.53173828125,13300.4892578125
resid_post,7,2,2.1900784969329834,0.9941847920417786,1.195893406867981,16.580448150634766,-29.371084213256836,153.91529846191406,1.7917819023132324,1.3336498737335205,4035.817626953125,10785.755859375
resid_post,7,3,2.4563112258911133,1.325562834739685,1.1307480335235596,30.752328872680664,-5.829310417175293,140.0834503173828,1.161048173904419,1.097735047340393,3022.357666015625,10233.623046875
resid_post,7,4,1.831234335899353,1.367173671722412,0.46406084299087524,-2.521247386932373,-2.8731915950775146,-1.4693572521209717,0.6602408289909363,0.6370764970779419,3100.83056640625,6377.69580078125
