ablation_layer_heads,mem,cp,diff,mem_std,cp_std,diff_std,mem_win,cp_win,domain
[],17.07720375061035,18.899065017700195,-1.8218642473220825,1.4418747425079346,1.1080279350280762,1.557092308998108,1067.0,8908.0,Baseline
"[(28, 15), (31, 14)]",16.91661262512207,18.38125991821289,-1.4646462202072144,1.2337087392807007,1.0690975189208984,1.632086157798767,1599.0,8359.0,Ablated
