ablation_layer_heads,mem,cp,diff,mem_std,cp_std,diff_std,mem_win,cp_win,domain
[],17.07720375061035,18.899065017700195,-1.8218642473220825,1.4418747425079346,1.1080279350280762,1.557092308998108,1067.0,8908.0,Baseline
"[(28, 15), (31, 14)]",16.91105079650879,18.412212371826172,-1.5011595487594604,1.2312042713165283,1.0478394031524658,1.5992757081985474,1524.0,8435.0,Ablated
