domain,ablation_layer_heads,mem,cp,diff,mem_std,cp_std,diff_std,mem_win,cp_win
Arts_and_Entertainment,"[(10, 7), (11, 10)]",14.478912353515625,19.953771591186523,-5.47485876083374,2.202040672302246,3.4643678665161133,2.7499592304229736,15.0,650.0
Autos_and_Vehicles,"[(10, 7), (11, 10)]",10.89078426361084,16.44314956665039,-5.552367687225342,1.2843713760375977,1.5163829326629639,1.6213544607162476,0.0,3755.0
Books_and_Literature,"[(10, 7), (11, 10)]",13.899949073791504,17.364784240722656,-3.464836359024048,1.9740862846374512,3.231395959854126,2.5603857040405273,0.0,23.0
Business_and_Industrial,"[(10, 7), (11, 10)]",12.760363578796387,17.929027557373047,-5.168663024902344,1.9281431436538696,2.6089932918548584,2.689668893814087,13.0,460.0
Computers_and_Electronics,"[(10, 7), (11, 10)]",12.184221267700195,16.277629852294922,-4.093408107757568,1.6933802366256714,1.9095726013183594,2.033682107925415,26.0,2371.0
Finance,"[(10, 7), (11, 10)]",13.770076751708984,17.495811462402344,-3.7257351875305176,2.3870460987091064,2.468791961669922,2.9487619400024414,4.0,32.0
Food_and_Drink,"[(10, 7), (11, 10)]",13.485809326171875,19.807371139526367,-6.32156229019165,2.6538939476013184,3.8434300422668457,5.987196445465088,2.0,10.0
Games,"[(10, 7), (11, 10)]",13.332954406738281,18.075761795043945,-4.742807388305664,1.9362527132034302,3.3395352363586426,3.3792638778686523,16.0,248.0
Health,"[(10, 7), (11, 10)]",13.080673217773438,20.430694580078125,-7.350020408630371,2.3368496894836426,4.103038787841797,4.486448287963867,2.0,30.0
Hobbies_and_Leisure,"[(10, 7), (11, 10)]",12.85650634765625,15.561299324035645,-2.7047932147979736,0.9942322373390198,0.48562708497047424,1.4170405864715576,0.0,3.0
Home_and_Garden,"[(10, 7), (11, 10)]",10.716458320617676,16.59009552001953,-5.8736371994018555,,,,0.0,1.0
Internet_and_Telecom,"[(10, 7), (11, 10)]",12.21970272064209,16.093669891357422,-3.873966932296753,1.3797094821929932,2.0626628398895264,2.259526491165161,7.0,222.0
Jobs_and_Education,"[(10, 7), (11, 10)]",13.489968299865723,17.227691650390625,-3.7377240657806396,1.8524270057678223,2.5978171825408936,2.8691658973693848,26.0,452.0
Law_and_Government,"[(10, 7), (11, 10)]",14.383094787597656,20.688257217407227,-6.305164337158203,2.152182102203369,3.3574490547180176,3.1124656200408936,17.0,526.0
News,"[(10, 7), (11, 10)]",13.635498046875,19.029054641723633,-5.393558979034424,2.137796401977539,3.0567378997802734,2.853719472885132,10.0,223.0
Online_Communities,"[(10, 7), (11, 10)]",12.322318077087402,16.299564361572266,-3.9772462844848633,1.1336686611175537,2.1269404888153076,1.8627725839614868,0.0,41.0
People_and_Society,"[(10, 7), (11, 10)]",14.605921745300293,20.252288818359375,-5.646368980407715,2.4127488136291504,3.7382519245147705,3.5099692344665527,15.0,327.0
Real_Estate,"[(10, 7), (11, 10)]",14.46505069732666,17.82868766784668,-3.3636350631713867,1.3212960958480835,1.1288414001464844,0.6622161269187927,0.0,6.0
Science,"[(10, 7), (11, 10)]",13.55282211303711,17.981496810913086,-4.42867374420166,1.5266199111938477,2.3927266597747803,2.8252291679382324,1.0,45.0
Sensitive_Subjects,"[(10, 7), (11, 10)]",12.049927711486816,20.74102210998535,-8.691095352172852,2.3667168617248535,2.58660888671875,2.8338050842285156,0.0,86.0
Shopping,"[(10, 7), (11, 10)]",10.351922988891602,15.690738677978516,-5.338815689086914,1.1355888843536377,2.4584951400756836,2.631711006164551,0.0,4.0
Sports,"[(10, 7), (11, 10)]",14.882940292358398,19.293115615844727,-4.410175323486328,2.405585289001465,3.607642412185669,3.310605049133301,17.0,172.0
Travel_and_Transportation,"[(10, 7), (11, 10)]",13.674470901489258,19.351205825805664,-5.676736354827881,2.3139679431915283,3.112452983856201,2.791630268096924,0.0,99.0
