label,position,mem_mean,cp_mean,diff_mean,mem_std,cp_std,diff_std
2_attn_out,3,0.12104502320289612,0.0658932477235794,0.05515177920460701,0.08682510256767273,0.09353413432836533,0.09874065220355988
2_attn_out,4,0.12301675975322723,0.07771609723567963,0.0453006811439991,0.07414846122264862,0.0657910704612732,0.07742564380168915
2_attn_out,5,0.15409544110298157,0.1254328191280365,0.02866261452436447,0.08836521953344345,0.09752776473760605,0.0895771011710167
2_attn_out,6,0.17895378172397614,0.17065654695034027,0.00829723384231329,0.08186819404363632,0.08129077404737473,0.09509997814893723
2_attn_out,7,0.11690258979797363,0.12223316729068756,-0.005330574698746204,0.04500912129878998,0.04705468937754631,0.055932704359292984
2_attn_out,8,0.06109436973929405,0.07078374177217484,-0.009689372032880783,0.08280049264431,0.09569989144802094,0.03395242989063263
2_attn_out,9,0.16221843659877777,0.1529218703508377,0.00929655134677887,0.0905967578291893,0.08618910610675812,0.08803517371416092
2_attn_out,10,0.10192567855119705,0.08338209986686707,0.01854359172284603,0.09275392442941666,0.08443857729434967,0.07512123882770538
2_attn_out,11,0.1020553708076477,0.08679894357919693,0.015256420709192753,0.06784288585186005,0.07097918540239334,0.0709955170750618
2_attn_out,12,0.06993681192398071,0.0676216334104538,0.0023151771165430546,0.06413426995277405,0.06875602900981903,0.051902350038290024
2_attn_out,13,0.12896594405174255,0.14258942008018494,-0.013623476028442383,0.06854338943958282,0.08380350470542908,0.08095037937164307
3_attn_out,0,0.005070933606475592,0.01588081195950508,-0.010809879750013351,0.023633336648344994,0.029021574184298515,0.03859124705195427
3_attn_out,1,0.05917626619338989,0.03726775199174881,0.02190852165222168,0.07038919627666473,0.07136454433202744,0.08234536647796631
3_attn_out,2,0.08499382436275482,0.0426141619682312,0.04237966611981392,0.10542041808366776,0.0885825976729393,0.09946794807910919
3_attn_out,3,0.11750294268131256,0.06093621999025345,0.05656672269105911,0.08645573258399963,0.08151429891586304,0.08750633150339127
3_attn_out,4,0.08485163748264313,0.06301754713058472,0.02183408848941326,0.06715896725654602,0.06695756316184998,0.06811286509037018
3_attn_out,5,0.12172609567642212,0.10384822636842728,0.017877871170639992,0.09593707323074341,0.10451316833496094,0.09066683053970337
3_attn_out,6,0.10655508190393448,0.11346136033535004,-0.006906288675963879,0.08934979140758514,0.09594550728797913,0.10128764808177948
3_attn_out,7,0.11677960306406021,0.1295350044965744,-0.012755400501191616,0.06321071088314056,0.05521920323371887,0.07340710610151291
3_attn_out,8,0.010947614908218384,0.02068381756544113,-0.009736201725900173,0.026768704876303673,0.04450986906886101,0.040760260075330734
3_attn_out,9,0.039830274879932404,0.028059428557753563,0.01177084818482399,0.09343685954809189,0.09124628454446793,0.10292370617389679
3_attn_out,10,0.06229981780052185,0.0493609718978405,0.012938844040036201,0.08565020561218262,0.08242238312959671,0.09315259754657745
3_attn_out,11,0.10175769031047821,0.07078441232442856,0.030973276123404503,0.08532492816448212,0.09538044035434723,0.09625732153654099
3_attn_out,12,0.05458391457796097,0.05619936063885689,-0.001615445245988667,0.06334523111581802,0.06369198858737946,0.05441020429134369
3_attn_out,13,0.09130846709012985,0.09448787569999695,-0.0031793981324881315,0.08569467067718506,0.09108403325080872,0.07579825073480606
4_attn_out,0,0.04054228216409683,0.04120767116546631,-0.0006653913878835738,0.028726456686854362,0.03576861321926117,0.032502803951501846
4_attn_out,1,0.10441790521144867,0.07973113656044006,0.02468678168952465,0.10266324132680893,0.10238771885633469,0.09723140299320221
4_attn_out,2,0.07563059031963348,0.03196261450648308,0.043667975813150406,0.09825222939252853,0.08315768092870712,0.10238838940858841
4_attn_out,3,0.07579976320266724,0.041521843522787094,0.03427791967988014,0.08376140147447586,0.08922281861305237,0.10604354739189148
4_attn_out,4,0.06410332769155502,0.03454861789941788,0.029554706066846848,0.06650801748037338,0.0775797963142395,0.08177322894334793
4_attn_out,5,0.09876329451799393,0.07961849868297577,0.01914479210972786,0.09610582888126373,0.11159255355596542,0.11248403787612915
4_attn_out,6,0.0663447231054306,0.05745343118906021,0.008891286328434944,0.1144588515162468,0.1262880116701126,0.11102888733148575
4_attn_out,7,0.09085576981306076,0.083798848092556,0.0070569212548434734,0.0641416609287262,0.07268723100423813,0.08587615191936493
4_attn_out,8,0.01687343418598175,0.012933399528265,0.003940035589039326,0.03207310661673546,0.03331770375370979,0.03095431439578533
4_attn_out,9,0.08033281564712524,0.05428449809551239,0.026048317551612854,0.06444498896598816,0.06661169975996017,0.08529448509216309
4_attn_out,10,0.027231555432081223,0.011389639228582382,0.01584191806614399,0.05940212681889534,0.0561077781021595,0.06907928735017776
4_attn_out,11,0.045085515826940536,0.026413463056087494,0.018672054633498192,0.07496165484189987,0.07006600499153137,0.09114456921815872
4_attn_out,12,0.030715983361005783,0.02126920595765114,0.009446772746741772,0.0653088316321373,0.06360188126564026,0.06279667466878891
4_attn_out,13,0.04163776710629463,0.047318797558546066,-0.005681035574525595,0.09483160823583603,0.10520382970571518,0.10429170727729797
5_attn_out,0,0.04905712231993675,0.040779825299978256,0.008277293294668198,0.050695210695266724,0.0481504388153553,0.05248234048485756
5_attn_out,1,0.14075924456119537,0.1303873211145401,0.0103719187900424,0.12917006015777588,0.13550154864788055,0.0884602889418602
5_attn_out,2,0.07613124698400497,0.04566805809736252,0.030463192611932755,0.09367752820253372,0.07988882809877396,0.07472657412290573
5_attn_out,3,0.12526445090770721,0.10069633275270462,0.024568138644099236,0.13251128792762756,0.11731056123971939,0.10383853316307068
5_attn_out,4,0.22592563927173615,0.18972179293632507,0.036203812807798386,0.201016366481781,0.15610602498054504,0.12342250347137451
5_attn_out,5,0.3366195857524872,0.29420265555381775,0.04241691157221794,0.15694725513458252,0.12681202590465546,0.14047513902187347
5_attn_out,6,0.3238556683063507,0.2833293080329895,0.0405263714492321,0.18763194978237152,0.16118988394737244,0.1511640101671219
5_attn_out,7,0.11950082331895828,0.1035536676645279,0.01594715751707554,0.0879996046423912,0.09150192141532898,0.06697992235422134
5_attn_out,8,0.13006101548671722,0.10064909607172012,0.02941191755235195,0.17494402825832367,0.14032796025276184,0.100931316614151
5_attn_out,9,0.22351710498332977,0.1480211615562439,0.07549596577882767,0.2234371304512024,0.2198333591222763,0.19150947034358978
5_attn_out,10,0.154326394200325,0.08182898163795471,0.0724974125623703,0.1977800726890564,0.18801794946193695,0.1846054643392563
