component,layer,position,head,mem,cp,diff,mem_sum,cp_sum,mem_std,cp_std,diff_std
mlp_out,10,13,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp_out,11,0,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp_out,11,1,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp_out,11,2,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp_out,11,3,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp_out,11,4,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp_out,11,5,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp_out,11,6,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp_out,11,7,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp_out,11,8,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp_out,11,9,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp_out,11,10,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp_out,11,11,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp_out,11,12,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp_out,11,13,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,not applicable,not applicable,not applicable,14.41893196105957,18.811939239501953,-4.393007755279541,,,1.937111258506775,2.873922824859619,2.7646172046661377
attn_out,0,0,not applicable,0.0005968839977867901,0.000570132804568857,2.6751149562187493e-05,0.21052631735801697,0.18306636810302734,0.02121845632791519,0.020262226462364197,0.0029137050732970238
attn_out,0,1,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,0,2,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,0,3,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,0,4,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,0,5,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,0,6,not applicable,14.774412155151367,15.052095413208008,-0.2776828408241272,4362.0,4816.0,1.7222793102264404,4.097863674163818,3.7179481983184814
attn_out,0,7,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,0,8,not applicable,0.0004578468797262758,0.00041962499381043017,3.8221882277866825e-05,0.0,0.0,0.045784689486026764,0.04196250066161156,0.0038221883587539196
attn_out,0,9,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,0,10,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,0,11,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,0,12,not applicable,0.0006627633702009916,0.0006323910783976316,3.037231545022223e-05,0.23529411852359772,0.20168067514896393,0.023583633825182915,0.02247685380280018,0.0032446938566863537
attn_out,0,13,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,1,0,not applicable,0.0005968839977867901,0.000570132804568857,2.6751149562187493e-05,0.21052631735801697,0.18306636810302734,0.02121845632791519,0.020262226462364197,0.0029137050732970238
attn_out,1,1,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,1,2,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,1,3,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,1,4,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,1,5,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,1,6,not applicable,14.774412155151367,15.052095413208008,-0.2776828408241272,4362.0,4816.0,1.7222793102264404,4.097863674163818,3.7179481983184814
