ablation_layer_heads,mem,cp,diff,mem_std,cp_std,diff_std,mem_win,cp_win,domain
[],13.369420051574707,13.588561058044434,-0.219141885638237,1.1783833503723145,1.0087971687316895,1.5868183374404907,2158.0,2171.0,Baseline
"[(10, 7), (11, 10)]",13.3506441116333,10.551459312438965,2.799184799194336,1.5620574951171875,1.3548173904418945,2.1486361026763916,2751.0,175.0,Ablated
