label,position,mem_mean,cp_mean,diff_mean,mem_std,cp_std,diff_std
L11H8,11,0.1426836997270584,0.04607055336236954,0.09661316126585007,0.1075078696012497,0.10254444181919098,0.1287045031785965
L11H8,12,0.1868399679660797,0.08799907565116882,0.09884088486433029,0.11535223573446274,0.10260994732379913,0.1343044489622116
L11H8,13,0.2774084508419037,0.21400845050811768,0.06340004503726959,0.1506340056657791,0.17089837789535522,0.19753335416316986
L11H9,0,0.07366294413805008,0.06932193785905838,0.004340994171798229,0.04253534972667694,0.03633083030581474,0.045176900923252106
L11H9,1,0.08071332424879074,0.07278706878423691,0.007926253601908684,0.04758574068546295,0.04036359488964081,0.0480787493288517
L11H9,2,0.049933165311813354,0.0501653291285038,-0.00023216227418743074,0.04707822576165199,0.05192795395851135,0.03636827692389488
L11H9,3,0.08413223922252655,0.07194700092077255,0.012185242027044296,0.043406642973423004,0.046842124313116074,0.04276435449719429
L11H9,4,0.07870515435934067,0.06574223935604095,0.01296292245388031,0.03582506626844406,0.040951330214738846,0.04013926908373833
L11H9,5,0.09480530023574829,0.07629530131816864,0.018509993329644203,0.04681295529007912,0.05498789623379707,0.04863894730806351
L11H9,6,0.10282520204782486,0.08570531755685806,0.017119890078902245,0.05767673999071121,0.07308591902256012,0.06127672269940376
L11H9,7,0.09626683592796326,0.08361316472291946,0.01265366654843092,0.04983915016055107,0.0607210174202919,0.0574922077357769
L11H9,8,0.0010039383778348565,0.0015406953170895576,-0.0005367571138776839,0.009989060461521149,0.015329725109040737,0.005340665578842163
L11H9,9,0.12518160045146942,0.09201286733150482,0.0331687405705452,0.05479774251580238,0.07032203674316406,0.06690911948680878
L11H9,10,0.06838863343000412,0.05129360035061836,0.017095031216740608,0.10185153782367706,0.08527874201536179,0.08216775208711624
L11H9,11,0.07607362419366837,0.06388571858406067,0.012187904678285122,0.03522172197699547,0.043918535113334656,0.0386757031083107
L11H9,12,0.0907544419169426,0.07759499549865723,0.01315944455564022,0.044443126767873764,0.045972637832164764,0.04630477726459503
L11H9,13,0.1274407058954239,0.15858229994773865,-0.03114158660173416,0.09303254634141922,0.13126790523529053,0.08897441625595093
L11H10,0,0.07765749096870422,0.10909575968980789,-0.031438250094652176,0.03915080428123474,0.04936263710260391,0.061925001442432404
L11H10,1,-0.004541240632534027,0.06397359818220139,-0.06851484626531601,0.08397737890481949,0.07214948534965515,0.0781465470790863
L11H10,2,-0.013791303150355816,0.050354015082120895,-0.06414531916379929,0.10686567425727844,0.09691179543733597,0.08146227896213531
L11H10,3,-0.06959255039691925,0.009273933246731758,-0.07886648923158646,0.12119367718696594,0.11127951741218567,0.07782331109046936
L11H10,4,-0.096734419465065,0.004077476914972067,-0.1008119136095047,0.1686130166053772,0.1367567479610443,0.10184060037136078
L11H10,5,-0.3699723184108734,-0.12215863168239594,-0.2478136420249939,0.38956505060195923,0.26071175932884216,0.20513159036636353
L11H10,6,0.0028445441275835037,-0.04065064340829849,0.043495193123817444,0.08890590816736221,0.1680709570646286,0.14817456901073456
L11H10,7,-0.11680042743682861,-0.10571299493312836,-0.011087421327829361,0.14741143584251404,0.14385920763015747,0.11673332005739212
L11H10,8,-0.00035043255775235593,-0.0014292586129158735,0.0010788259096443653,0.0034867599606513977,0.014220943674445152,0.010734181851148605
L11H10,9,-0.08755222707986832,0.009901958517730236,-0.09745416790246964,0.19719819724559784,0.18781523406505585,0.1472817212343216
L11H10,10,-0.0501851923763752,0.0024898964911699295,-0.052675094455480576,0.10675119608640671,0.07896184176206589,0.10104453563690186
