domain,ablation_layer_heads,mem,cp,diff,mem_std,cp_std,diff_std,mem_win,cp_win
Arts_and_Entertainment,"[(10, 7), (11, 10)]",14.270127296447754,16.746654510498047,-2.476527690887451,1.7574374675750732,2.4493086338043213,2.572622299194336,5.0,21.0
Autos_and_Vehicles,"[(10, 7), (11, 10)]",14.242391586303711,15.09695053100586,-0.854557991027832,3.86348557472229,5.894786834716797,2.031301498413086,0.0,1.0
Books_and_Literature,"[(10, 7), (11, 10)]",13.297882080078125,16.67989158630371,-3.3820104598999023,0.2731055021286011,3.494745969772339,3.2216403484344482,0.0,2.0
Business_and_Industrial,"[(10, 7), (11, 10)]",12.748377799987793,15.333062171936035,-2.584683656692505,2.3525021076202393,2.4110631942749023,3.080721378326416,3.0,13.0
Computers_and_Electronics,"[(10, 7), (11, 10)]",13.675326347351074,12.448039054870605,1.2272865772247314,1.387324333190918,1.8845926523208618,3.184415102005005,8.0,1.0
Jobs_and_Education,"[(10, 7), (11, 10)]",14.558427810668945,17.531614303588867,-2.9731855392456055,1.6824426651000977,2.873992681503296,3.264219045639038,5.0,20.0
Law_and_Government,"[(10, 7), (11, 10)]",15.309118270874023,17.969945907592773,-2.6608262062072754,1.7658095359802246,2.521010637283325,2.0130043029785156,5.0,39.0
News,"[(10, 7), (11, 10)]",13.871670722961426,16.350128173828125,-2.4784603118896484,2.2544102668762207,2.1403701305389404,2.066011428833008,1.0,13.0
People_and_Society,"[(10, 7), (11, 10)]",15.308501243591309,16.241775512695312,-0.9332752823829651,1.8527915477752686,2.4747164249420166,2.4930758476257324,6.0,17.0
Sensitive_Subjects,"[(10, 7), (11, 10)]",9.750575065612793,15.617138862609863,-5.866565704345703,0.6689091920852661,1.4234833717346191,1.0832785367965698,0.0,6.0
Sports,"[(10, 7), (11, 10)]",14.228483200073242,16.802318572998047,-2.5738353729248047,2.0349338054656982,2.401967763900757,1.9635075330734253,4.0,49.0
Travel_and_Transportation,"[(10, 7), (11, 10)]",13.816923141479492,16.02857780456543,-2.2116541862487793,2.9671454429626465,0.34430131316185,2.6228442192077637,0.0,2.0
