domain,ablation_layer_heads,mem,cp,diff,mem_std,cp_std,diff_std,mem_win,cp_win
Arts_and_Entertainment,"[(10, 7), (11, 10)]",14.423701286315918,19.943429946899414,-5.51972770690918,1.8372688293457031,3.7485387325286865,3.7309200763702393,1.0,25.0
Autos_and_Vehicles,"[(10, 7), (11, 10)]",14.92264175415039,19.780454635620117,-4.857813358306885,4.5158257484436035,6.346090793609619,1.8302650451660156,0.0,2.0
Books_and_Literature,"[(10, 7), (11, 10)]",13.80653190612793,19.17887306213379,-5.372340679168701,0.7272678017616272,6.016673564910889,5.289405822753906,0.0,2.0
Business_and_Industrial,"[(10, 7), (11, 10)]",13.391027450561523,19.363439559936523,-5.972413539886475,2.5081944465637207,2.912989616394043,3.4884896278381348,0.0,19.0
Computers_and_Electronics,"[(10, 7), (11, 10)]",14.324214935302734,16.215438842773438,-1.8912243843078613,1.404984712600708,2.3782427310943604,3.6614327430725098,2.0,7.0
Jobs_and_Education,"[(10, 7), (11, 10)]",14.985416412353516,21.152667999267578,-6.167251110076904,1.870316505432129,4.045928478240967,4.319016933441162,2.0,24.0
Law_and_Government,"[(10, 7), (11, 10)]",15.399271965026855,21.86983299255371,-6.470564842224121,1.725629210472107,3.30645489692688,2.888028144836426,3.0,42.0
News,"[(10, 7), (11, 10)]",14.193052291870117,19.62888526916504,-5.435830593109131,2.1137173175811768,2.278869152069092,2.8684942722320557,1.0,13.0
People_and_Society,"[(10, 7), (11, 10)]",15.524947166442871,19.40655517578125,-3.881610155105591,1.821036458015442,3.8680222034454346,4.0450944900512695,7.0,16.0
Sensitive_Subjects,"[(10, 7), (11, 10)]",10.285082817077637,18.985774993896484,-8.700692176818848,0.765133798122406,2.0972847938537598,1.9445929527282715,0.0,6.0
Sports,"[(10, 7), (11, 10)]",15.87350082397461,20.958005905151367,-5.084504127502441,2.115126132965088,2.7794413566589355,2.4347176551818848,0.0,54.0
Travel_and_Transportation,"[(10, 7), (11, 10)]",13.423280715942383,19.26366424560547,-5.840384006500244,3.231019973754883,0.9841133952140808,4.215133190155029,0.0,2.0
