component,layer,position,mem,cp,diff,mem_perc,cp_perc,diff_perc,mem_std,cp_std,mem_idx,cp_idx
resid_post,5,8,0.015139132738113403,0.00350883393548429,0.011630299501121044,-98.76988220214844,-99.64839935302734,-95.00306701660156,0.15063247084617615,0.03491245582699776,2.858585834503174,141.2929229736328
resid_post,5,9,1.7857651710510254,0.7571573853492737,1.028607726097107,45.10128402709961,-24.12900733947754,341.93896484375,1.0231021642684937,0.563670814037323,3108.28271484375,11129.111328125
resid_post,5,10,0.6906011700630188,0.41741785407066345,0.27318328619003296,-43.88561248779297,-58.17262649536133,17.372575759887695,0.6548092365264893,0.5320115089416504,4765.0458984375,8242.658203125
resid_post,5,11,0.9751986861228943,0.4866402745246887,0.4885583221912384,-20.76081085205078,-51.23618698120117,109.907958984375,0.7745723724365234,0.48028552532196045,7663.7578125,13776.060546875
resid_post,5,12,0.8462674021720886,0.6613083481788635,0.1849590688943863,-31.23704719543457,-33.73356246948242,-20.532758712768555,0.28277504444122314,0.37302365899086,6601.701171875,10450.2333984375
resid_post,5,13,2.165592908859253,2.350804090499878,-0.18521136045455933,75.96395874023438,135.5624542236328,-179.5756378173828,0.39045125246047974,0.4902607798576355,164.85858154296875,127.79798126220703
resid_post,6,0,0.4046093225479126,0.10002516955137253,0.3045841455459595,-72.39671325683594,-91.9420394897461,35.68472671508789,0.7256510853767395,0.7013335824012756,20477.865234375,22654.787109375
resid_post,6,1,1.9665058851242065,0.7153728008270264,1.2511333227157593,34.15911865234375,-42.370079040527344,457.3490295410156,1.764129877090454,0.9472380876541138,7349.54541015625,15975.990234375
resid_post,6,2,1.1193373203277588,0.638505220413208,0.48083218932151794,-23.63648223876953,-48.56247329711914,114.1988754272461,1.0992627143859863,0.9110116362571716,4528.826171875,8410.47265625
resid_post,6,3,1.6522549390792847,0.8461711406707764,0.8060839772224426,12.720267295837402,-31.833057403564453,259.09051513671875,1.331436038017273,0.7710860371589661,7359.31298828125,12447.283203125
resid_post,6,4,1.4346470832824707,1.0867302417755127,0.34791696071624756,-2.1253931522369385,-12.45378589630127,54.988426208496094,0.43254971504211426,0.432195782661438,4486.6533203125,7957.62451171875
resid_post,6,5,2.712162494659424,2.4430887699127197,0.26907363533973694,85.02936553955078,96.81349182128906,19.86566734313965,0.4680200219154358,0.5834426879882812,182.19192504882812,636.3333129882812
resid_post,6,6,1.849021553993225,3.937300205230713,-2.0882787704467773,26.14409637451172,217.18609619140625,-1030.276611328125,0.6528736352920532,0.6137848496437073,3351.363525390625,20.13131332397461
resid_post,6,7,1.290279507637024,1.1489155292510986,0.14136409759521484,-11.97445011138916,-7.444183349609375,-37.025779724121094,0.3409446179866791,0.32677900791168213,3746.181884765625,4816.0302734375
resid_post,6,8,0.014926428906619549,0.00271413940936327,0.012212289497256279,-98.98168182373047,-99.7813491821289,-94.55972290039062,0.14851608872413635,0.02700534462928772,5.78787899017334,174.5858612060547
resid_post,6,9,2.163968563079834,1.0113568305969238,1.1526117324829102,47.63043212890625,-18.525815963745117,413.4600830078125,1.2017453908920288,0.6312422752380371,2652.302978515625,9357.5654296875
resid_post,6,10,0.9496413469314575,0.6156240701675415,0.33401724696159363,-35.21349334716797,-50.405765533447266,48.796443939208984,0.8663490414619446,0.7151997685432434,4257.380859375,7183.93359375
resid_post,6,11,1.1887366771697998,0.6433767676353455,0.5453600287437439,-18.901912689208984,-48.17002487182617,142.94444274902344,0.8163557052612305,0.5473952889442444,6362.0908203125,12204.4443359375
resid_post,6,12,1.0180554389953613,0.9136501550674438,0.10440539568662643,-30.546140670776367,-26.396995544433594,-53.48997116088867,0.3416255712509155,0.4239988327026367,6627.02392578125,8389.716796875
resid_post,6,13,2.757068395614624,3.2756736278533936,-0.5186055302619934,88.09293365478516,163.88592529296875,-331.0259704589844,0.4887218773365021,0.6234427094459534,162.6161651611328,42.272727966308594
resid_post,7,0,0.5439751148223877,0.18923521041870117,0.3547399938106537,-70.59925842285156,-88.82488250732422,126.16961669921875,0.7692916989326477,0.7576903104782104,18542.9140625,21688.35546875
resid_post,7,1,2.143017053604126,0.8283867239952087,1.314630389213562,15.825690269470215,-51.08034896850586,738.16162109375,1.9182826280593872,1.0158185958862305,7713.30322265625,15376.404296875
